Name,Geographical_zone,Country,Sector,Industry
BANK PEKAO SA,EUROPE,POLAND,Financials,Banks
Banco Santander Banespa SA,LATIN AMERICA,BRAZIL,Financials,Banks
QATAR ISLAMIC BANK,MIDDLE EAST,QATAR,Financials,Banks
HUA NAN FINANCIAL HOLDINGS C,ASIA/PACIFIC,TAIWAN,Financials,Banks
BANK NEGARA INDONESIA PERSER,ASIA/PACIFIC,INDONESIA,Financials,Banks
THE SHANGHAI COMMERCIAL & SA,ASIA/PACIFIC,TAIWAN,Financials,Banks
JAPAN POST BANK CO LTD,ASIA/PACIFIC,JAPAN,Financials,Banks
BANK OF EAST ASIA,ASIA/PACIFIC,HONG KONG,Financials,Banks
TAISHIN FINANCIAL HOLDING,ASIA/PACIFIC,TAIWAN,Financials,Banks
CHINA DEVELOPMENT FINANCIAL,ASIA/PACIFIC,TAIWAN,Financials,Banks
BANCO DE CHILE,LATIN AMERICA,CHILE,Financials,Banks
KASIKORNBANK PCL,ASIA/PACIFIC,THAILAND,Financials,Banks
SINOPAC FINANCIAL HOLDINGS,ASIA/PACIFIC,TAIWAN,Financials,Banks
TURKIYE GARANTI BANKASI,MIDDLE EAST,TURKEY,Financials,Banks
MASRAF AL RAYAN,MIDDLE EAST,QATAR,Financials,Banks
AIB GROUP PLC,EUROPE,IRELAND,Financials,Banks
Santander Bank Polska SA,EUROPE,POLAND,Financials,Banks
CAPITEC BANK HOLDINGS LTD,AFRICA,SOUTH AFRICA,Financials,Banks
HONG LEONG BANK BERHAD,ASIA/PACIFIC,MALAYSIA,Financials,Banks
AKBANK T.A.S.,MIDDLE EAST,TURKEY,Financials,Banks
Bendigo and Adelaide Bank Ltd,ASIA/PACIFIC,AUSTRALIA,Financials,Banks
Grupo Financiero Inbursa SAB,LATIN AMERICA,MEXICO,Financials,Banks
BANCO DE CREDITO E INVERSION,LATIN AMERICA,CHILE,Financials,Banks
KOMERCNI BANKA AS,EUROPE,CZECH,Financials,Banks
CHANG HWA COMMERCIAL BANK,ASIA/PACIFIC,TAIWAN,Financials,Banks
Raiffeisen Bank International,EUROPE,AUSTRIA,Financials,Banks
INDUSTRIAL BANK OF KOREA,ASIA/PACIFIC,SOUTH KOREA,Financials,Banks
FUKUOKA FINANCIAL GROUP INC,ASIA/PACIFIC,JAPAN,Financials,Banks
Mizrahi Tefahot Bank Ltd,MIDDLE EAST,ISRAEL,Financials,Banks
BANCOLOMBIA SA,LATIN AMERICA,COLOMBIA,Financials,Banks
BANK OF QUEENSLAND LTD,ASIA/PACIFIC,AUSTRALIA,Financials,Banks
BANK OF KYOTO LTD/THE,ASIA/PACIFIC,JAPAN,Financials,Banks
BANCO SANTANDER MEXICO-B,LATIN AMERICA,MEXICO,Financials,Banks
METROPOLITAN BANK & TRUST,ASIA/PACIFIC,PHILIPPINES,Financials,Banks
DUBAI ISLAMIC BANK,MIDDLE EAST,UNITED ARAB EMIRATES,Financials,Banks
COMMERCIAL BANK OF QATAR QSC,MIDDLE EAST,QATAR,Financials,Banks
KRUNG THAI BANK PUB CO LTD,ASIA/PACIFIC,THAILAND,Financials,Banks
ALPHA BANK AE,EUROPE,GREECE,Financials,Banks
AMMB HLD BHD,ASIA/PACIFIC,MALAYSIA,Financials,Banks
TURKIYE IS BANKASI-C,MIDDLE EAST,TURKEY,Financials,Banks
YAMAGUCHI FINANCIAL GROUP IN,ASIA/PACIFIC,JAPAN,Financials,Banks
VTB Bank PJSC,EUROPE,RUSSIA,Financials,Banks
BANGKOK BANK PCL-FOREIGN REG,ASIA/PACIFIC,THAILAND,Financials,Banks
Mbank,EUROPE,POLAND,Financials,Banks
MONETA MONEY BANK AS,EUROPE,CZECH,Financials,Banks
BS FINANCIAL GROUP INC,ASIA/PACIFIC,SOUTH KOREA,Financials,Banks
CHONGQING RURAL COMMERCIAL-H,ASIA/PACIFIC,CHINA,Financials,Banks
BANK DANAMON INDONESIA TBK,ASIA/PACIFIC,INDONESIA,Financials,Banks
BANK OF THE PHILIPPINE ISLAN,ASIA/PACIFIC,PHILIPPINES,Financials,Banks
GRUPO AVAL ACCIONES-PF,LATIN AMERICA,COLOMBIA,Financials,Banks
TAIWAN BUSINESS BANK,ASIA/PACIFIC,TAIWAN,Financials,Banks
ALIOR BANK SA,EUROPE,POLAND,Financials,Banks
CHINA MERCHANTS BANK-A,ASIA/PACIFIC,CHINA,Financials,Banks
Itau CorpBanca,LATIN AMERICA,CHILE,Financials,Banks
BANK MILLENNIUM SA,EUROPE,POLAND,Financials,Banks
RHB BANK BHD,ASIA/PACIFIC,MALAYSIA,Financials,Banks
CHINA EVERBRIGHT BANK CO L-H,ASIA/PACIFIC,CHINA,Financials,Banks
DGB FINANCIAL GROUP INC,ASIA/PACIFIC,SOUTH KOREA,Financials,Banks
Hong Leong Financial Group Bhd,ASIA/PACIFIC,MALAYSIA,Financials,Banks
Alliance Financial Group BHD,ASIA/PACIFIC,MALAYSIA,Financials,Banks
INDUSTRIAL BANK CO LTD -A,ASIA/PACIFIC,CHINA,Financials,Banks
TURKIYE HALK BANKASI,MIDDLE EAST,TURKEY,Financials,Banks
TMB Bank PCL,ASIA/PACIFIC,THAILAND,Financials,Banks
SHANGHAI PUDONG DEVEL BANK-A,ASIA/PACIFIC,CHINA,Financials,Banks
SECURITY BANK CORP,ASIA/PACIFIC,PHILIPPINES,Financials,Banks
IND & COMM BK OF CHINA-A,ASIA/PACIFIC,CHINA,Financials,Banks
BANK TABUNGAN NEGARA PERSERO,ASIA/PACIFIC,INDONESIA,Financials,Banks
AGRICULTURAL BANK OF CHINA-A,ASIA/PACIFIC,CHINA,Financials,Banks
MCB BANK LTD,ASIA/PACIFIC,PAKISTAN,Financials,Banks
HABIB BANK LTD,ASIA/PACIFIC,PAKISTAN,Financials,Banks
BANK HANDLOWY W WARSZAWIE SA,EUROPE,POLAND,Financials,Banks
BANK OF COMMUNICATIONS CO-A,ASIA/PACIFIC,CHINA,Financials,Banks
CHINA MINSHENG BANKING-A,ASIA/PACIFIC,CHINA,Financials,Banks
PING AN BANK CO LTD-A,ASIA/PACIFIC,CHINA,Financials,Banks
BANK OF CHINA LTD-A,ASIA/PACIFIC,CHINA,Financials,Banks
CHINA EVERBRIGHT BANK CO-A,ASIA/PACIFIC,CHINA,Financials,Banks
BANK OF BEIJING CO LTD -A,ASIA/PACIFIC,CHINA,Financials,Banks
BANK OF SHANGHAI CO LTD-A,ASIA/PACIFIC,CHINA,Financials,Banks
HUAXIA BANK CO LTD-A,ASIA/PACIFIC,CHINA,Financials,Banks
BANK OF NINGBO CO LTD -A,ASIA/PACIFIC,CHINA,Financials,Banks
BANK OF JIANGSU CO LTD-A,ASIA/PACIFIC,CHINA,Financials,Banks
CHINA CONSTRUCTION BANK-A,ASIA/PACIFIC,CHINA,Financials,Banks
BANK OF NANJING CO LTD -A,ASIA/PACIFIC,CHINA,Financials,Banks
BANK OF HANGZHOU CO LTD-A,ASIA/PACIFIC,CHINA,Financials,Banks
CHINA CITIC BANK CORP LTD-A,ASIA/PACIFIC,CHINA,Financials,Banks
BANK OF GUIYANG Co LTD-A,ASIA/PACIFIC,CHINA,Financials,Banks
CYBG PLC - CDI,EUROPE,UNITED KINGDOM,Financials,Banks
Sberbank of Russia PJSC,EUROPE,RUSSIA,Financials,Banks
VTB BANK OJSC-GDR-REG S,EUROPE,RUSSIA,Financials,Banks
AXA SA,EUROPE,FRANCE,Financials,Insurance
Ageas,EUROPE,BELGIUM,Financials,Insurance
Mapfre SA,EUROPE,SPAIN,Financials,Insurance
PRUDENTIAL PLC,EUROPE,UNITED KINGDOM,Financials,Insurance
AVIVA PLC,EUROPE,UNITED KINGDOM,Financials,Insurance
LEGAL and GENERAL GROUP PLC,EUROPE,UNITED KINGDOM,Financials,Insurance
RSA Insurance Group PLC,EUROPE,UNITED KINGDOM,Financials,Insurance
DIRECT LINE INSURANCE GROUP,EUROPE,UNITED KINGDOM,Financials,Insurance
Hiscox Ltd,EUROPE,BERMUDA,Financials,Insurance
ADMIRAL GROUP PLC,EUROPE,UNITED KINGDOM,Financials,Insurance
Allianz SE,EUROPE,GERMANY,Financials,Insurance
MUENCHENER RUECKVER AG-REG,EUROPE,GERMANY,Financials,Insurance
Zurich Insurance Group AG,EUROPE,SWITZERLAND,Financials,Insurance
SWISS RE AG,EUROPE,SWITZERLAND,Financials,Insurance
SWISS LIFE HOLDING AG-REG,EUROPE,SWITZERLAND,Financials,Insurance
ASSICURAZIONI GENERALI,EUROPE,ITALY,Financials,Insurance
POSTE ITALIANE SPA,EUROPE,ITALY,Financials,Insurance
Unipol Gruppo Finanziario SpA,EUROPE,ITALY,Financials,Insurance
UnipolSai SpA,EUROPE,ITALY,Financials,Insurance
Travelers Cos Inc/The,NORTH AMERICA,UNITED STATES,Financials,Insurance
AMERICAN INTERNATIONAL GROUP,NORTH AMERICA,UNITED STATES,Financials,Insurance
METLIFE INC,NORTH AMERICA,UNITED STATES,Financials,Insurance
PRUDENTIAL FINANCIAL INC,NORTH AMERICA,UNITED STATES,Financials,Insurance
ACE LTD,EUROPE,SWITZERLAND,Financials,Insurance
ALLSTATE CORP,NORTH AMERICA,UNITED STATES,Financials,Insurance
MARSH & MCLENNAN COS,NORTH AMERICA,UNITED STATES,Financials,Insurance
AON PLC,EUROPE,UNITED KINGDOM,Financials,Insurance
AFLAC INC,NORTH AMERICA,UNITED STATES,Financials,Insurance
HARTFORD FINANCIAL SVCS GRP,NORTH AMERICA,UNITED STATES,Financials,Insurance
LINCOLN NATIONAL CORP,NORTH AMERICA,UNITED STATES,Financials,Insurance
PROGRESSIVE CORP,NORTH AMERICA,UNITED STATES,Financials,Insurance
PRINCIPAL FINANCIAL GROUP,NORTH AMERICA,UNITED STATES,Financials,Insurance
LOEWS CORP,NORTH AMERICA,UNITED STATES,Financials,Insurance
XL Group Plc,EUROPE,BERMUDA,Financials,Insurance
Unum Group,NORTH AMERICA,UNITED STATES,Financials,Insurance
CINCINNATI FINANCIAL CORP,NORTH AMERICA,UNITED STATES,Financials,Insurance
ASSURANT INC,NORTH AMERICA,UNITED STATES,Financials,Insurance
TORCHMARK CORP,NORTH AMERICA,UNITED STATES,Financials,Insurance
GENWORTH FINANCIAL INC-CL A,NORTH AMERICA,UNITED STATES,Financials,Insurance
Willis Towers Watson PLC,EUROPE,UNITED KINGDOM,Financials,Insurance
PING AN INSURANCE GROUP CO-H,ASIA/PACIFIC,CHINA,Financials,Insurance
CHINA LIFE INSURANCE CO-H,ASIA/PACIFIC,CHINA,Financials,Insurance
CHINA PACIFIC INSURANCE GR-H,ASIA/PACIFIC,CHINA,Financials,Insurance
PICC PROPERTY & CASUALTY -H,ASIA/PACIFIC,CHINA,Financials,Insurance
NEW CHINA LIFE INSURANCE C-H,ASIA/PACIFIC,CHINA,Financials,Insurance
PEOPLE'S INSURANCE CO GROU-H,ASIA/PACIFIC,CHINA,Financials,Insurance
Tokio Marine Holdings Inc,ASIA/PACIFIC,JAPAN,Financials,Insurance
Dai-ichi Life Insurance Co,ASIA/PACIFIC,JAPAN,Financials,Insurance
MS&AD Insurance Group Holdings,ASIA/PACIFIC,JAPAN,Financials,Insurance
NKSJ HOLDINGS INC,ASIA/PACIFIC,JAPAN,Financials,Insurance
T&D HOLDINGS INC,ASIA/PACIFIC,JAPAN,Financials,Insurance
SONY FINANCIAL HOLDINGS INC,ASIA/PACIFIC,JAPAN,Financials,Insurance
AIA GROUP LTD,ASIA/PACIFIC,HONG KONG,Financials,Insurance
MANULIFE FINANCIAL CORP,NORTH AMERICA,CANADA,Financials,Insurance
SUN LIFE FINANCIAL INC,NORTH AMERICA,CANADA,Financials,Insurance
SAMPO OYJ-A,EUROPE,FINLAND,Financials,Insurance
JAPAN POST HOLDINGS CO LTD,ASIA/PACIFIC,JAPAN,Financials,Insurance
ARTHUR J GALLAGHER & CO,NORTH AMERICA,UNITED STATES,Financials,Insurance
MARKEL CORP,NORTH AMERICA,UNITED STATES,Financials,Insurance
FAIRFAX FINANCIAL HLDGS LTD,NORTH AMERICA,CANADA,Financials,Insurance
ARCH CAPITAL GROUP LTD,EUROPE,BERMUDA,Financials,Insurance
NN GROUP NV,EUROPE,NETHERLANDS,Financials,Insurance
INSURANCE AUSTRALIA GROUP,ASIA/PACIFIC,AUSTRALIA,Financials,Insurance
Suncorp Group Ltd,ASIA/PACIFIC,AUSTRALIA,Financials,Insurance
CATHAY FINANCIAL HOLDING CO,ASIA/PACIFIC,TAIWAN,Financials,Insurance
QBE INSURANCE GROUP LTD,ASIA/PACIFIC,AUSTRALIA,Financials,Insurance
Intact Financial Corp,NORTH AMERICA,CANADA,Financials,Insurance
SANLAM LTD,AFRICA,SOUTH AFRICA,Financials,Insurance
FNF GROUP,NORTH AMERICA,UNITED STATES,Financials,Insurance
FUBON FINANCIAL HOLDING CO,ASIA/PACIFIC,TAIWAN,Financials,Insurance
ALLEGHANY CORP,NORTH AMERICA,UNITED STATES,Financials,Insurance
REINSURANCE GROUP OF AMERICA,NORTH AMERICA,UNITED STATES,Financials,Insurance
AEGON NV,EUROPE,NETHERLANDS,Financials,Insurance
EVEREST RE GROUP LTD,EUROPE,BERMUDA,Financials,Insurance
HANNOVER RUECKVERSICHERU-REG,EUROPE,GERMANY,Financials,Insurance
WR BERKLEY CORP,NORTH AMERICA,UNITED STATES,Financials,Insurance
SAMSUNG FIRE & MARINE INS,ASIA/PACIFIC,SOUTH KOREA,Financials,Insurance
Baloise Holding AG,EUROPE,SWITZERLAND,Financials,Insurance
POWER CORP OF CANADA,NORTH AMERICA,CANADA,Financials,Insurance
OLD MUTUAL PLC,AFRICA,SOUTH AFRICA,Financials,Insurance
AMERICAN FINANCIAL GROUP INC,NORTH AMERICA,UNITED STATES,Financials,Insurance
SCOR SE,EUROPE,FRANCE,Financials,Insurance
GREAT-WEST LIFECO INC,NORTH AMERICA,CANADA,Financials,Insurance
ATHENE HOLDING LTD-CLASS A,NORTH AMERICA,UNITED STATES,Financials,Insurance
POWSZECHNY ZAKLAD UBEZPIECZE,EUROPE,POLAND,Financials,Insurance
RENAISSANCERE HOLDINGS LTD,EUROPE,BERMUDA,Financials,Insurance
POWER FINANCIAL CORP,NORTH AMERICA,CANADA,Financials,Insurance
MEDIBANK PRIVATE LTD,ASIA/PACIFIC,AUSTRALIA,Financials,Insurance
SAMSUNG LIFE INSURANCE CO LT,ASIA/PACIFIC,SOUTH KOREA,Financials,Insurance
BB SEGURIDADE PARTICIPACOES,LATIN AMERICA,BRAZIL,Financials,Insurance
China Taiping Insurance Holdin,ASIA/PACIFIC,HONG KONG,Financials,Insurance
INDUSTRIAL ALLIANCE INSURANC,NORTH AMERICA,CANADA,Financials,Insurance
BRIGHTHOUSE FINANCIAL INC,NORTH AMERICA,UNITED STATES,Financials,Insurance
CNP ASSURANCES,EUROPE,FRANCE,Financials,Insurance
Discovery Ltd,AFRICA,SOUTH AFRICA,Financials,Insurance
BAJAJ FINSERV LTD,ASIA/PACIFIC,INDIA,Financials,Insurance
GJENSIDIGE FORSIKRING ASA,EUROPE,NORWAY,Financials,Insurance
IRB BRASIL RESSEGUROS SA,LATIN AMERICA,BRAZIL,Financials,Insurance
Tryg A/S,EUROPE,DENMARK,Financials,Insurance
DONGBU INSURANCE CO LTD,ASIA/PACIFIC,SOUTH KOREA,Financials,Insurance
SHIN KONG FINANCIAL HOLDING,ASIA/PACIFIC,TAIWAN,Financials,Insurance
CHINA LIFE INSURANCE CO LTD,ASIA/PACIFIC,TAIWAN,Financials,Insurance
HYUNDAI MARINE & FIRE INS CO,ASIA/PACIFIC,SOUTH KOREA,Financials,Insurance
PING AN INSURANCE GROUP CO-A,ASIA/PACIFIC,CHINA,Financials,Insurance
SUL AMERICA SA - UNITS,LATIN AMERICA,BRAZIL,Financials,Insurance
Rand Merchant Investment Holdi,AFRICA,SOUTH AFRICA,Financials,Insurance
QATAR INSURANCE CO,MIDDLE EAST,QATAR,Financials,Insurance
PORTO SEGURO SA,LATIN AMERICA,BRAZIL,Financials,Insurance
CHINA REINSURANCE GROUP CO-H,ASIA/PACIFIC,CHINA,Financials,Insurance
Hanwha Life Insurance Co Ltd,ASIA/PACIFIC,SOUTH KOREA,Financials,Insurance
ING LIFE INSURANCE KOREA LTD,ASIA/PACIFIC,SOUTH KOREA,Financials,Insurance
MMI Holdings Ltd,AFRICA,SOUTH AFRICA,Financials,Insurance
LIBERTY HOLDINGS LTD,AFRICA,SOUTH AFRICA,Financials,Insurance
ZHONGAN ONLINE P&C INSURAN-H,ASIA/PACIFIC,CHINA,Financials,Insurance
CHINA PACIFIC INSURANCE GR-A,ASIA/PACIFIC,CHINA,Financials,Insurance
NEW CHINA LIFE INSURANCE C-A,ASIA/PACIFIC,CHINA,Financials,Insurance
CHINA LIFE INSURANCE CO-A,ASIA/PACIFIC,CHINA,Financials,Insurance
HUBEI BIOCAUSE PHARMACEUTI-A,ASIA/PACIFIC,CHINA,Financials,Insurance
NIB HOLDINGS LTD,ASIA/PACIFIC,AUSTRALIA,Financials,Insurance
STEADFAST GROUP LTD,ASIA/PACIFIC,AUSTRALIA,Financials,Insurance
GROUPE BRUXELLES LAMBERT SA,EUROPE,BELGIUM,Financials,Diversified Financial Services
ACKERMANS & VAN HAAREN,EUROPE,BELGIUM,Financials,Diversified Financial Services
SOFINA,EUROPE,BELGIUM,Financials,Diversified Financial Services
Standard Life Aberdeen PLC,EUROPE,UNITED KINGDOM,Financials,Diversified Financial Services
EXOR NV,EUROPE,NETHERLANDS,Financials,Diversified Financial Services
BERKSHIRE HATHAWAY INC-CL B,NORTH AMERICA,UNITED STATES,Financials,Diversified Financial Services
JEFFERIES FINANCIAL GROUP INC,NORTH AMERICA,UNITED STATES,Financials,Diversified Financial Services
ORIX CORP,ASIA/PACIFIC,JAPAN,Financials,Diversified Financial Services
Mitsubishi UFJ Lease & Finance,ASIA/PACIFIC,JAPAN,Financials,Diversified Financial Services
ZENKOKU HOSHO CO LTD,ASIA/PACIFIC,JAPAN,Financials,Diversified Financial Services
Century Tokyo Leasing Corp,ASIA/PACIFIC,JAPAN,Financials,Diversified Financial Services
FUYO GENERAL LEASE CO LTD,ASIA/PACIFIC,JAPAN,Financials,Diversified Financial Services
FINANCIAL PRODUCTS GROUP CO,ASIA/PACIFIC,JAPAN,Financials,Diversified Financial Services
INVESTOR AB-B SHS,EUROPE,SWEDEN,Financials,Diversified Financial Services
FIRSTRAND LTD,AFRICA,SOUTH AFRICA,Financials,Diversified Financial Services
Voya Financial Inc,NORTH AMERICA,UNITED STATES,Financials,Diversified Financial Services
REMGRO LTD,AFRICA,SOUTH AFRICA,Financials,Diversified Financial Services
INVESTMENT AB KINNEVIK-B SHS,EUROPE,SWEDEN,Financials,Diversified Financial Services
AMP LTD,ASIA/PACIFIC,AUSTRALIA,Financials,Diversified Financial Services
ONEX CORPORATION,NORTH AMERICA,CANADA,Financials,Diversified Financial Services
AXA EQUITABLE HOLDINGS INC,NORTH AMERICA,UNITED STATES,Financials,Diversified Financial Services
AYALA CORPORATION,ASIA/PACIFIC,PHILIPPINES,Financials,Diversified Financial Services
CHAILEASE HOLDING CO LTD,ASIA/PACIFIC,TAIWAN,Financials,Diversified Financial Services
RMB HOLDINGS LTD,AFRICA,SOUTH AFRICA,Financials,Diversified Financial Services
Wendel,EUROPE,FRANCE,Financials,Diversified Financial Services
EURAZEO,EUROPE,FRANCE,Financials,Diversified Financial Services
INDUSTRIVARDEN AB-C SHS,EUROPE,SWEDEN,Financials,Diversified Financial Services
Challenger Ltd,ASIA/PACIFIC,AUSTRALIA,Financials,Diversified Financial Services
PARGESA HOLDING SA-BR,EUROPE,SWITZERLAND,Financials,Diversified Financial Services
PSG GROUP LTD,AFRICA,SOUTH AFRICA,Financials,Diversified Financial Services
Grupo de Inversiones Surameric,LATIN AMERICA,COLOMBIA,Financials,Diversified Financial Services
FAR EAST HORIZON LTD,ASIA/PACIFIC,HONG KONG,Financials,Diversified Financial Services
LUNDBERGS AB-B SHS,EUROPE,SWEDEN,Financials,Diversified Financial Services
GT CAPITAL HOLDINGS INC,ASIA/PACIFIC,PHILIPPINES,Financials,Diversified Financial Services
HACI OMER SABANCI HOLDING,MIDDLE EAST,TURKEY,Financials,Diversified Financial Services
REC Ltd,ASIA/PACIFIC,INDIA,Financials,Diversified Financial Services
METRO PACIFIC INVESTMENTS CO,ASIA/PACIFIC,PHILIPPINES,Financials,Diversified Financial Services
GRUPO DE INV SURAMERICANA-PF,LATIN AMERICA,COLOMBIA,Financials,Diversified Financial Services
AVIC CAPITAL CO LTD -A,ASIA/PACIFIC,CHINA,Financials,Diversified Financial Services
London Stock Exchange Grp PLC,EUROPE,UNITED KINGDOM,Financials,Capital Markets
3I GROUP PLC,EUROPE,UNITED KINGDOM,Financials,Capital Markets
SCOTTISH MORTGAGE INV TR PLC,EUROPE,UNITED KINGDOM,Financials,Capital Markets
St James's Place PLC,EUROPE,UNITED KINGDOM,Financials,Capital Markets
HARGREAVES LANSDOWN PLC,EUROPE,UNITED KINGDOM,Financials,Capital Markets
SCHRODERS PLC,EUROPE,UNITED KINGDOM,Financials,Capital Markets
DEUTSCHE BOERSE AG,EUROPE,GERMANY,Financials,Capital Markets
DEUTSCHE BANK AG-REGISTERED,EUROPE,GERMANY,Financials,Capital Markets
UBS GROUP AG-REG,EUROPE,SWITZERLAND,Financials,Capital Markets
CREDIT SUISSE GROUP AG-REG,EUROPE,SWITZERLAND,Financials,Capital Markets
JULIUS BAER GROUP LTD,EUROPE,SWITZERLAND,Financials,Capital Markets
AZIMUT HOLDING SPA,EUROPE,ITALY,Financials,Capital Markets
BANCA GENERALI SPA,EUROPE,ITALY,Financials,Capital Markets
GOLDMAN SACHS GROUP INC,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
MORGAN STANLEY,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
Bank of New York Mellon Corp/T,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
BLACKROCK INC,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
STATE STREET CORP,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
SCHWAB (CHARLES) CORP,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
AMERIPRISE FINANCIAL INC,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
CME Group Inc,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
S&P Global Inc,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
FRANKLIN RESOURCES INC,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
T ROWE PRICE GROUP INC,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
MOODY'S CORP,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
Invesco PLC,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
IntercontinentalExchange Group,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
NORTHERN TRUST CORP,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
NYSE Euronext,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
E*TRADE FINANCIAL CORP,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
LEGG MASON INC,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
Nasdaq Inc,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
CITIC SECURITIES CO LTD-H,ASIA/PACIFIC,CHINA,Financials,Capital Markets
HAITONG SECURITIES CO LTD-H,ASIA/PACIFIC,CHINA,Financials,Capital Markets
HUATAI SECURITIES CO LTD-H,ASIA/PACIFIC,CHINA,Financials,Capital Markets
CHINA CINDA ASSET MANAGEME-H,ASIA/PACIFIC,CHINA,Financials,Capital Markets
GF SECURITIES CO LTD-H,ASIA/PACIFIC,CHINA,Financials,Capital Markets
CHINA HUARONG ASSET MANAGEME,ASIA/PACIFIC,CHINA,Financials,Capital Markets
NOMURA HOLDINGS INC,ASIA/PACIFIC,JAPAN,Financials,Capital Markets
JAPAN EXCHANGE GROUP INC,ASIA/PACIFIC,JAPAN,Financials,Capital Markets
DAIWA SECURITIES GROUP INC,ASIA/PACIFIC,JAPAN,Financials,Capital Markets
SBI Holdings Inc,ASIA/PACIFIC,JAPAN,Financials,Capital Markets
MATSUI SECURITIES CO LTD,ASIA/PACIFIC,JAPAN,Financials,Capital Markets
Tokai Tokyo Financial Holdings,ASIA/PACIFIC,JAPAN,Financials,Capital Markets
HONG KONG EXCHANGES & CLEAR,ASIA/PACIFIC,HONG KONG,Financials,Capital Markets
Brookfield Asset Management In,NORTH AMERICA,CANADA,Financials,Capital Markets
Macquarie Group Ltd,ASIA/PACIFIC,AUSTRALIA,Financials,Capital Markets
BM&FBOVESPA SA,LATIN AMERICA,BRAZIL,Financials,Capital Markets
MSCI INC,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
TD Ameritrade Holding Corp,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
Partners Group Holding AG,EUROPE,SWITZERLAND,Financials,Capital Markets
KKR & Co Inc,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
RAYMOND JAMES FINANCIAL INC,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
CBOE GLOBAL MARK,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
ASX LTD,ASIA/PACIFIC,AUSTRALIA,Financials,Capital Markets
SEI INVESTMENTS,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
Yuanta Financial Holding Co Lt,ASIA/PACIFIC,TAIWAN,Financials,Capital Markets
AFFILIATED MANAGERS GROUP,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
Natixis,EUROPE,FRANCE,Financials,Capital Markets
EATON VANCE CORP,NORTH AMERICA,UNITED STATES,Financials,Capital Markets
SINGAPORE EXCHANGE LTD,ASIA/PACIFIC,SINGAPORE,Financials,Capital Markets
INVESTEC PLC,AFRICA,SOUTH AFRICA,Financials,Capital Markets
AMUNDI SA,EUROPE,FRANCE,Financials,Capital Markets
CI Financial Corp,NORTH AMERICA,CANADA,Financials,Capital Markets
China Ding Yi Feng Holdings Lt,ASIA/PACIFIC,HONG KONG,Financials,Capital Markets
DAEWOO SECURITIES CO LTD,ASIA/PACIFIC,SOUTH KOREA,Financials,Capital Markets
REINET INVESTMENTS SCA,EUROPE,LUXEMBOURG,Financials,Capital Markets
CHINA INTERNATIONAL CAPITA-H,ASIA/PACIFIC,CHINA,Financials,Capital Markets
CHINA GALAXY SECURITIES CO-H,ASIA/PACIFIC,CHINA,Financials,Capital Markets
Korea Investment Holdings Co L,ASIA/PACIFIC,SOUTH KOREA,Financials,Capital Markets
IGM FINANCIAL INC,NORTH AMERICA,CANADA,Financials,Capital Markets
MOSCOW EXCHANGE MICEX-RTS OAO,EUROPE,RUSSIA,Financials,Capital Markets
CHINA EVERBRIGHT LTD,ASIA/PACIFIC,HONG KONG,Financials,Capital Markets
SAMSUNG SECURITIES CO LTD,ASIA/PACIFIC,SOUTH KOREA,Financials,Capital Markets
INVESTEC LTD,AFRICA,SOUTH AFRICA,Financials,Capital Markets
NH Investment & Securities Co,ASIA/PACIFIC,SOUTH KOREA,Financials,Capital Markets
NOAH HOLDINGS LTD-SPON ADS,ASIA/PACIFIC,CHINA,Financials,Capital Markets
GUOTAI JUNAN SECURITIES CO-H,ASIA/PACIFIC,CHINA,Financials,Capital Markets
CITIC SECURITIES CO-A,ASIA/PACIFIC,CHINA,Financials,Capital Markets
GUOTAI JUNAN SECURITIES CO-A,ASIA/PACIFIC,CHINA,Financials,Capital Markets
HUATAI SECURITIES CO LTD-A,ASIA/PACIFIC,CHINA,Financials,Capital Markets
HAITONG SECURITIES CO LTD-A,ASIA/PACIFIC,CHINA,Financials,Capital Markets
SHENWAN HONGYUAN GROUP CO-A,ASIA/PACIFIC,CHINA,Financials,Capital Markets
