Name,Geographical_zone,Country,Sector,Industry
TOTAL SA,EUROPE,FRANCE,Energy,"Oil, Gas & Consumable Fuels"
Repsol SA,EUROPE,SPAIN,Energy,"Oil, Gas & Consumable Fuels"
ENAGAS SA,EUROPE,SPAIN,Energy,"Oil, Gas & Consumable Fuels"
ROYAL DUTCH SHELL PLC-A SHS,EUROPE,NETHERLANDS,Energy,"Oil, Gas & Consumable Fuels"
BP PLC,EUROPE,UNITED KINGDOM,Energy,"Oil, Gas & Consumable Fuels"
ROYAL DUTCH SHELL PLC-B SHS,EUROPE,NETHERLANDS,Energy,"Oil, Gas & Consumable Fuels"
ENI SPA,EUROPE,ITALY,Energy,"Oil, Gas & Consumable Fuels"
Snam SpA,EUROPE,ITALY,Energy,"Oil, Gas & Consumable Fuels"
Chevron Corp,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
EXXON MOBIL CORP,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
CONOCOPHILLIPS,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
OCCIDENTAL PETROLEUM CORP,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
PHILLIPS 66,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
ANADARKO PETROLEUM CORP,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
WILLIAMS COS INC,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
MARATHON PETROLEUM CORP,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
VALERO ENERGY CORP,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
KINDER MORGAN INC,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
EOG RESOURCES INC,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
APACHE CORP,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
DEVON ENERGY CORPORATION,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
Hess Corp,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
MARATHON OIL CORP,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
PIONEER NATURAL RESOURCES CO,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
NOBLE ENERGY INC,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
CABOT OIL & GAS CORP,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
EQT Corp,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
SOUTHWESTERN ENERGY CO,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
Andeavor,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
ONEOK INC,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
CHESAPEAKE ENERGY CORP,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
RANGE RESOURCES CORP,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
MURPHY OIL CORP,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
CNX Resources Corp,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
QEP RESOURCES INC,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
NEWFIELD EXPLORATION CO,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
DENBURY RESOURCES INC,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
WPX ENERGY INC,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
PEABODY ENERGY CORP,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
CNOOC LTD,ASIA/PACIFIC,CHINA,Energy,"Oil, Gas & Consumable Fuels"
CHINA PETROLEUM & CHEMICAL-H,ASIA/PACIFIC,CHINA,Energy,"Oil, Gas & Consumable Fuels"
PETROCHINA CO LTD-H,ASIA/PACIFIC,CHINA,Energy,"Oil, Gas & Consumable Fuels"
CHINA SHENHUA ENERGY CO-H,ASIA/PACIFIC,CHINA,Energy,"Oil, Gas & Consumable Fuels"
JX HOLDINGS INC,ASIA/PACIFIC,JAPAN,Energy,"Oil, Gas & Consumable Fuels"
INPEX CORPORATION,ASIA/PACIFIC,JAPAN,Energy,"Oil, Gas & Consumable Fuels"
IDEMITSU KOSAN CO LTD,ASIA/PACIFIC,JAPAN,Energy,"Oil, Gas & Consumable Fuels"
COS ENE HOLD,ASIA/PACIFIC,JAPAN,Energy,"Oil, Gas & Consumable Fuels"
ENBRIDGE INC,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
SUNCOR ENERGY INC,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
RELIANCE INDUSTRIES LTD,ASIA/PACIFIC,INDIA,Energy,"Oil, Gas & Consumable Fuels"
Lukoil PJSC,EUROPE,RUSSIA,Energy,"Oil, Gas & Consumable Fuels"
TRANSCANADA CORP,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
CANADIAN NATURAL RESOURCES,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
PETROBRAS - PETROLEO BRAS-PR,LATIN AMERICA,BRAZIL,Energy,"Oil, Gas & Consumable Fuels"
Statoil ASA,EUROPE,NORWAY,Energy,"Oil, Gas & Consumable Fuels"
Gazprom PAO,EUROPE,RUSSIA,Energy,"Oil, Gas & Consumable Fuels"
WOODSIDE PETROLEUM LTD,ASIA/PACIFIC,AUSTRALIA,Energy,"Oil, Gas & Consumable Fuels"
PETROBRAS - PETROLEO BRAS,LATIN AMERICA,BRAZIL,Energy,"Oil, Gas & Consumable Fuels"
CONCHO RESOURCES INC,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
Pembina Pipeline Corp,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
Tatneft PJSC,EUROPE,RUSSIA,Energy,"Oil, Gas & Consumable Fuels"
PTT PCL,ASIA/PACIFIC,THAILAND,Energy,"Oil, Gas & Consumable Fuels"
NOVATEK OAO-SPONS GDR REG S,EUROPE,RUSSIA,Energy,"Oil, Gas & Consumable Fuels"
DIAMONDBACK ENERGY INC,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
CHENIERE ENERGY INC,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
NESTE OIL OYJ,EUROPE,FINLAND,Energy,"Oil, Gas & Consumable Fuels"
SK Innovation Co Ltd,ASIA/PACIFIC,SOUTH KOREA,Energy,"Oil, Gas & Consumable Fuels"
ENCANA CORP,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
ORIGIN ENERGY LTD,ASIA/PACIFIC,AUSTRALIA,Energy,"Oil, Gas & Consumable Fuels"
TARGA RESOURCES CORP,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
SANTOS LTD,ASIA/PACIFIC,AUSTRALIA,Energy,"Oil, Gas & Consumable Fuels"
CENOVUS ENERGY INC,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
GALP ENERGIA SGPS SA,EUROPE,PORTUGAL,Energy,"Oil, Gas & Consumable Fuels"
POLSKI KONCERN NAFTOWY ORLEN,EUROPE,POLAND,Energy,"Oil, Gas & Consumable Fuels"
HollyFrontier Corp,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
OIL SEARCH LTD,ASIA/PACIFIC,AUSTRALIA,Energy,"Oil, Gas & Consumable Fuels"
OMV AG,EUROPE,AUSTRIA,Energy,"Oil, Gas & Consumable Fuels"
IMPERIAL OIL LTD,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
ROSNEFT OAO,EUROPE,RUSSIA,Energy,"Oil, Gas & Consumable Fuels"
CIMAREX ENERGY CO,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
Inter Pipeline Ltd,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
LUNDIN PETROLEUM AB,EUROPE,SWEDEN,Energy,"Oil, Gas & Consumable Fuels"
PTT EXPLOR & PROD PUBLIC CO,ASIA/PACIFIC,THAILAND,Energy,"Oil, Gas & Consumable Fuels"
EMPRESAS COPEC SA,LATIN AMERICA,CHILE,Energy,"Oil, Gas & Consumable Fuels"
CALTEX AUSTRALIA LTD,ASIA/PACIFIC,AUSTRALIA,Energy,"Oil, Gas & Consumable Fuels"
Keyera Corp,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
ULTRAPAR PARTICIPACOES SA,LATIN AMERICA,BRAZIL,Energy,"Oil, Gas & Consumable Fuels"
ECOPETROL SA,LATIN AMERICA,COLOMBIA,Energy,"Oil, Gas & Consumable Fuels"
FORMOSA PETROCHEMICAL CORP,ASIA/PACIFIC,TAIWAN,Energy,"Oil, Gas & Consumable Fuels"
CAMECO CORP,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
PARSLEY ENERGY INC-CLASS A,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
MOL HUNGARIAN OIL AND GAS PL,EUROPE,HUNGARY,Energy,"Oil, Gas & Consumable Fuels"
SURGUTNEFTEGAS-PREFERENCE,EUROPE,RUSSIA,Energy,"Oil, Gas & Consumable Fuels"
INDIAN OIL CORP LTD,ASIA/PACIFIC,INDIA,Energy,"Oil, Gas & Consumable Fuels"
BHARAT PETROLEUM CORP LTD,ASIA/PACIFIC,INDIA,Energy,"Oil, Gas & Consumable Fuels"
TOURMALINE OIL CORP,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
S-OIL CORPORATION,ASIA/PACIFIC,SOUTH KOREA,Energy,"Oil, Gas & Consumable Fuels"
CONTINENTAL RESOURCES INC/OK,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
HUSKY ENERGY INC,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
VERMILION ENERGY INC,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
Kunlun Energy Co Ltd,ASIA/PACIFIC,HONG KONG,Energy,"Oil, Gas & Consumable Fuels"
Det Norske Oljeselskap ASA,EUROPE,NORWAY,Energy,"Oil, Gas & Consumable Fuels"
PLAINS GP HOLDINGS LP-CL A,NORTH AMERICA,UNITED STATES,Energy,"Oil, Gas & Consumable Fuels"
VOPAK,EUROPE,NETHERLANDS,Energy,"Oil, Gas & Consumable Fuels"
TUPRAS-TURKIYE PETROL RAFINE,MIDDLE EAST,TURKEY,Energy,"Oil, Gas & Consumable Fuels"
UNITED TRACTORS TBK PT,ASIA/PACIFIC,INDONESIA,Energy,"Oil, Gas & Consumable Fuels"
OIL & NATURAL GAS CORP LTD,ASIA/PACIFIC,INDIA,Energy,"Oil, Gas & Consumable Fuels"
POLSKIE GORNICTWO NAFTOWE I,EUROPE,POLAND,Energy,"Oil, Gas & Consumable Fuels"
PRAIRIESKY ROYALTY LTD,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
SHOWA SHELL SEKIYU KK,ASIA/PACIFIC,JAPAN,Energy,"Oil, Gas & Consumable Fuels"
SURGUTNEFTEGAS,EUROPE,RUSSIA,Energy,"Oil, Gas & Consumable Fuels"
Exxaro Resources Ltd,AFRICA,SOUTH AFRICA,Energy,"Oil, Gas & Consumable Fuels"
THAI OIL PCL,ASIA/PACIFIC,THAILAND,Energy,"Oil, Gas & Consumable Fuels"
ARC Resources Ltd,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
GS HOLDINGS,ASIA/PACIFIC,SOUTH KOREA,Energy,"Oil, Gas & Consumable Fuels"
COAL INDIA LTD,ASIA/PACIFIC,INDIA,Energy,"Oil, Gas & Consumable Fuels"
WASHINGTON H. SOUL PATTINSON,ASIA/PACIFIC,AUSTRALIA,Energy,"Oil, Gas & Consumable Fuels"
GRUPA LOTOS SA,EUROPE,POLAND,Energy,"Oil, Gas & Consumable Fuels"
HINDUSTAN PETROLEUM CORP,ASIA/PACIFIC,INDIA,Energy,"Oil, Gas & Consumable Fuels"
PETRONET LNG LTD,ASIA/PACIFIC,INDIA,Energy,"Oil, Gas & Consumable Fuels"
SEVEN GENERATIONS ENERGY - A,NORTH AMERICA,CANADA,Energy,"Oil, Gas & Consumable Fuels"
ENERGY ABSOLUTE PCL,ASIA/PACIFIC,THAILAND,Energy,"Oil, Gas & Consumable Fuels"
IRPC Public Company Limited,ASIA/PACIFIC,THAILAND,Energy,"Oil, Gas & Consumable Fuels"
YANZHOU COAL MINING CO-H,ASIA/PACIFIC,CHINA,Energy,"Oil, Gas & Consumable Fuels"
COSAN SA INDUSTRIA COMERCIO,LATIN AMERICA,BRAZIL,Energy,"Oil, Gas & Consumable Fuels"
MOTOR OIL (HELLAS) SA,EUROPE,GREECE,Energy,"Oil, Gas & Consumable Fuels"
ADARO ENERGY TBK PT,ASIA/PACIFIC,INDONESIA,Energy,"Oil, Gas & Consumable Fuels"
INNER MONGOLIA YITAI COAL-B,ASIA/PACIFIC,CHINA,Energy,"Oil, Gas & Consumable Fuels"
PETRONAS DAGANGAN BHD,ASIA/PACIFIC,MALAYSIA,Energy,"Oil, Gas & Consumable Fuels"
AK TRANSNEFT OAO-PREF,EUROPE,RUSSIA,Energy,"Oil, Gas & Consumable Fuels"
BANPU PUBLIC CO LTD,ASIA/PACIFIC,THAILAND,Energy,"Oil, Gas & Consumable Fuels"
CHINA COAL ENERGY CO-H,ASIA/PACIFIC,CHINA,Energy,"Oil, Gas & Consumable Fuels"
TAMBANG BATUBARA BUKIT ASAM,ASIA/PACIFIC,INDONESIA,Energy,"Oil, Gas & Consumable Fuels"
OIL & GAS DEVELOPMENT CO LTD,ASIA/PACIFIC,PAKISTAN,Energy,"Oil, Gas & Consumable Fuels"
CHINA PETROLEUM & CHEMICAL-A,ASIA/PACIFIC,CHINA,Energy,"Oil, Gas & Consumable Fuels"
PETROCHINA CO LTD-A,ASIA/PACIFIC,CHINA,Energy,"Oil, Gas & Consumable Fuels"
CHINA SHENHUA ENERGY CO-A,ASIA/PACIFIC,CHINA,Energy,"Oil, Gas & Consumable Fuels"
SHAANXI COAL INDUSTRY CO L-A,ASIA/PACIFIC,CHINA,Energy,"Oil, Gas & Consumable Fuels"
GUANGHUI ENERGY CO LTD-A,ASIA/PACIFIC,CHINA,Energy,"Oil, Gas & Consumable Fuels"
SHANXI LU'AN ENVIRONMENTAL-A,ASIA/PACIFIC,CHINA,Energy,"Oil, Gas & Consumable Fuels"
SHANXI XISHAN COAL & ELEC-A,ASIA/PACIFIC,CHINA,Energy,"Oil, Gas & Consumable Fuels"
Beach Energy Ltd,ASIA/PACIFIC,AUSTRALIA,Energy,"Oil, Gas & Consumable Fuels"
WHITEHAVEN COAL LTD,ASIA/PACIFIC,AUSTRALIA,Energy,"Oil, Gas & Consumable Fuels"
VIVA ENERGY GROU,ASIA/PACIFIC,AUSTRALIA,Energy,"Oil, Gas & Consumable Fuels"
NEW HOPE CORP LTD,ASIA/PACIFIC,AUSTRALIA,Energy,"Oil, Gas & Consumable Fuels"
Lukoil PJSC,EUROPE,RUSSIA,Energy,"Oil, Gas & Consumable Fuels"
GAZPROM OAO-SPON ADR,EUROPE,RUSSIA,Energy,"Oil, Gas & Consumable Fuels"
Tatneft PAO,EUROPE,RUSSIA,Energy,"Oil, Gas & Consumable Fuels"
ROSNEFT OJSC-REG S GDR,EUROPE,RUSSIA,Energy,"Oil, Gas & Consumable Fuels"
SURGUTNEFTEGAS-SP ADR,EUROPE,RUSSIA,Energy,"Oil, Gas & Consumable Fuels"
TechnipFMC PLC,EUROPE,UNITED KINGDOM,Energy,Energy Equipment & Services
TECNICAS REUNIDAS SA,EUROPE,SPAIN,Energy,Energy Equipment & Services
WOOD GROUP (JOHN) PLC,EUROPE,UNITED KINGDOM,Energy,Energy Equipment & Services
TENARIS SA,EUROPE,LUXEMBOURG,Energy,Energy Equipment & Services
SAIPEM SPA,EUROPE,ITALY,Energy,Energy Equipment & Services
SCHLUMBERGER LTD,NORTH AMERICA,UNITED STATES,Energy,Energy Equipment & Services
HALLIBURTON CO,NORTH AMERICA,UNITED STATES,Energy,Energy Equipment & Services
NATIONAL OILWELL VARCO INC,NORTH AMERICA,UNITED STATES,Energy,Energy Equipment & Services
Baker Hughes a GE Co,NORTH AMERICA,UNITED STATES,Energy,Energy Equipment & Services
Cameron International Corp,NORTH AMERICA,UNITED STATES,Energy,Energy Equipment & Services
ENSCO PLC-CL A,EUROPE,UNITED KINGDOM,Energy,Energy Equipment & Services
HELMERICH & PAYNE,NORTH AMERICA,UNITED STATES,Energy,Energy Equipment & Services
Noble Corp plc,EUROPE,UNITED KINGDOM,Energy,Energy Equipment & Services
NABORS INDUSTRIES LTD,NORTH AMERICA,UNITED STATES,Energy,Energy Equipment & Services
Rowan Cos Plc,NORTH AMERICA,UNITED STATES,Energy,Energy Equipment & Services
DIAMOND OFFSHORE DRILLING,NORTH AMERICA,UNITED STATES,Energy,Energy Equipment & Services
MODEC INC,ASIA/PACIFIC,JAPAN,Energy,Energy Equipment & Services
WORLEYPARSONS LTD,ASIA/PACIFIC,AUSTRALIA,Energy,Energy Equipment & Services
DIALOG GROUP BHD,ASIA/PACIFIC,MALAYSIA,Energy,Energy Equipment & Services
CHINA OILFIELD SERVICES-H,ASIA/PACIFIC,CHINA,Energy,Energy Equipment & Services
OFFSHORE OIL ENGINEERING-A,ASIA/PACIFIC,CHINA,Energy,Energy Equipment & Services
TMK-GDR REG S,EUROPE,RUSSIA,Energy,Energy Equipment & Services
Sanofi,EUROPE,FRANCE,Health Care,Pharmaceuticals
UCB SA,EUROPE,BELGIUM,Health Care,Pharmaceuticals
ASTRAZENECA PLC,EUROPE,UNITED KINGDOM,Health Care,Pharmaceuticals
GLAXOSMITHKLINE PLC,EUROPE,UNITED KINGDOM,Health Care,Pharmaceuticals
HIKMA PHARMACEUTICALS PLC,MIDDLE EAST,JORDAN,Health Care,Pharmaceuticals
BAYER AG-REG,EUROPE,GERMANY,Health Care,Pharmaceuticals
MERCK KGAA,EUROPE,GERMANY,Health Care,Pharmaceuticals
ROCHE HOLD,EUROPE,SWITZERLAND,Health Care,Pharmaceuticals
NOVARTIS AG-REG,EUROPE,SWITZERLAND,Health Care,Pharmaceuticals
RECORDATI SPA,EUROPE,ITALY,Health Care,Pharmaceuticals
JOHNSON & JOHNSON,NORTH AMERICA,UNITED STATES,Health Care,Pharmaceuticals
MERCK & CO. INC.,NORTH AMERICA,UNITED STATES,Health Care,Pharmaceuticals
PFIZER INC,NORTH AMERICA,UNITED STATES,Health Care,Pharmaceuticals
BRISTOL-MYERS SQUIBB CO,NORTH AMERICA,UNITED STATES,Health Care,Pharmaceuticals
ELI LILLY & CO,NORTH AMERICA,UNITED STATES,Health Care,Pharmaceuticals
Allergan plc,EUROPE,IRELAND,Health Care,Pharmaceuticals
ZOETIS INC,NORTH AMERICA,UNITED STATES,Health Care,Pharmaceuticals
Mylan NV,NORTH AMERICA,UNITED STATES,Health Care,Pharmaceuticals
PERRIGO CO,EUROPE,IRELAND,Health Care,Pharmaceuticals
HOSPIRA INC,NORTH AMERICA,UNITED STATES,Health Care,Pharmaceuticals
CSPC PHARMACEUTICAL GROUP LT,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
TAKEDA PHARMACEUTICAL CO LTD,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
ASTELLAS PHARMA INC,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
DAIICHI SANKYO CO LTD,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
EISAI CO LTD,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
OTSUKA HOLDINGS CO LTD,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
SHIONOGI & CO LTD,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
CHUGAI PHARMACEUTICAL CO LTD,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
ONO PHARMACEUTICAL CO LTD,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
SANTEN PHARMACEUTICAL CO LTD,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
kyowa Hakko Kirin Co Ltd,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
DAINIPPON SUMITOMO PHARMA CO,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
Mitsubishi Tanabe Pharma Corp,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
HISAMITSU PHARMACEUTICAL CO,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
SAWAI PHARMACEUTICAL CO LTD,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
TSUMURA & CO,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
KAKEN PHARMACEUTICAL CO LTD,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
NOVO NORDISK A/S-B,EUROPE,DENMARK,Health Care,Pharmaceuticals
Allergan plc,NORTH AMERICA,UNITED STATES,Health Care,Pharmaceuticals
TEVA PHARMACEUTICAL-SP ADR,MIDDLE EAST,ISRAEL,Health Care,Pharmaceuticals
Canopy Growth Corp,NORTH AMERICA,CANADA,Health Care,Pharmaceuticals
Jazz Pharmaceuticals Plc,EUROPE,IRELAND,Health Care,Pharmaceuticals
Bausch Health Cos Inc,NORTH AMERICA,UNITED STATES,Health Care,Pharmaceuticals
NEKTAR THERAPEUTICS,NORTH AMERICA,UNITED STATES,Health Care,Pharmaceuticals
SINO BIOPHARMACEUTICAL,ASIA/PACIFIC,HONG KONG,Health Care,Pharmaceuticals
Vifor Pharma AG,EUROPE,SWITZERLAND,Health Care,Pharmaceuticals
SUN PHARMACEUTICAL INDUS,ASIA/PACIFIC,INDIA,Health Care,Pharmaceuticals
AURORA CANNABIS INC,NORTH AMERICA,CANADA,Health Care,Pharmaceuticals
IPSEN,EUROPE,FRANCE,Health Care,Pharmaceuticals
DR. REDDY'S LABORATORIES,ASIA/PACIFIC,INDIA,Health Care,Pharmaceuticals
ORION OYJ-CLASS B,EUROPE,FINLAND,Health Care,Pharmaceuticals
TAISHO PHARMACEUTICAL HOLDIN,ASIA/PACIFIC,JAPAN,Health Care,Pharmaceuticals
H LUNDBECK A/S,EUROPE,DENMARK,Health Care,Pharmaceuticals
Piramal Enterprises Ltd,ASIA/PACIFIC,INDIA,Health Care,Pharmaceuticals
AUROBINDO PHARMA LTD,ASIA/PACIFIC,INDIA,Health Care,Pharmaceuticals
HANMI PHARM CO LTD,ASIA/PACIFIC,SOUTH KOREA,Health Care,Pharmaceuticals
ASPEN PHARMACARE HOLDINGS LT,AFRICA,SOUTH AFRICA,Health Care,Pharmaceuticals
CIPLA LTD,ASIA/PACIFIC,INDIA,Health Care,Pharmaceuticals
RICHTER GEDEON NYRT,EUROPE,HUNGARY,Health Care,Pharmaceuticals
LUPIN LTD,ASIA/PACIFIC,INDIA,Health Care,Pharmaceuticals
HYPERMARCAS SA,LATIN AMERICA,BRAZIL,Health Care,Pharmaceuticals
KALBE FARMA TBK PT,ASIA/PACIFIC,INDONESIA,Health Care,Pharmaceuticals
CHINA RESOURCES PHARMACEUTIC,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
YUHAN CORPORATION,ASIA/PACIFIC,SOUTH KOREA,Health Care,Pharmaceuticals
SHANGHAI FOSUN PHARMACEUTI-H,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
China Traditional Chinese Medi,ASIA/PACIFIC,HONG KONG,Health Care,Pharmaceuticals
HUTCHISON CHINA MEDITECH-ADR,ASIA/PACIFIC,HONG KONG,Health Care,Pharmaceuticals
CHINA MEDICAL SYSTEM HOLDING,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
SSY Group Ltd,ASIA/PACIFIC,HONG KONG,Health Care,Pharmaceuticals
GLENMARK PHARMACEUTICALS LTD,ASIA/PACIFIC,INDIA,Health Care,Pharmaceuticals
CADILA HEALTHCARE LTD,ASIA/PACIFIC,INDIA,Health Care,Pharmaceuticals
Hanmi Science Co Ltd,ASIA/PACIFIC,SOUTH KOREA,Health Care,Pharmaceuticals
LUYE PHARMA GROUP LTD,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
Celltrion Pharm Inc,ASIA/PACIFIC,SOUTH KOREA,Health Care,Pharmaceuticals
SIHUAN PHARMACEUTICAL HLDGS,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
TONG REN TANG TECHNOLOGIES-H,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
JIANGSU HENGRUI MEDICINE C-A,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
YUNNAN BAIYAO GROUP CO LTD-A,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
ZHANGZHOU PIENTZEHUANG PHA-A,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
SHANGHAI FOSUN PHARMACEUTI-A,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
GUANGZHOU BAIYUNSHAN PHAR-A,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
KANGMEI PHARMACEUTICAL CO-A,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
BEIJING TONGRENTANG CO-A,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
SICHUAN KELUN PHARMACEUTIC-A,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
TASLY PHARMACEUTICAL GROUP-A,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
DONG-E-E-JIAOCO LTD-A,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
TONGHUA DONGBAO PHARMACEUT-A,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
CHINA RESOURCES SANJIU MED-A,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
SHANDONG BUCHANG PHARMACEU-A,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
SHENZHEN SALUBRIS PHARM-A,ASIA/PACIFIC,CHINA,Health Care,Pharmaceuticals
MAYNE PHARMA GROUP LTD,ASIA/PACIFIC,AUSTRALIA,Health Care,Pharmaceuticals
Argenx SE,EUROPE,NETHERLANDS,Health Care,Biotechnology
GALAPAGOS NV,EUROPE,BELGIUM,Health Care,Biotechnology
GRIFOLS SA,EUROPE,SPAIN,Health Care,Biotechnology
GILEAD SCIENCES INC,NORTH AMERICA,UNITED STATES,Health Care,Biotechnology
AMGEN INC,NORTH AMERICA,UNITED STATES,Health Care,Biotechnology
ABBVIE INC,NORTH AMERICA,UNITED STATES,Health Care,Biotechnology
BIOGEN IDEC INC,NORTH AMERICA,UNITED STATES,Health Care,Biotechnology
CELGENE CORP,NORTH AMERICA,UNITED STATES,Health Care,Biotechnology
ALEXION PHARMACEUTICALS INC,NORTH AMERICA,UNITED STATES,Health Care,Biotechnology
REGENERON PHARMACEUTICALS,NORTH AMERICA,UNITED STATES,Health Care,Biotechnology
Life Technologies Corp,NORTH AMERICA,UNITED STATES,Health Care,Biotechnology
